county,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,lat,lon,FIPS
640,"ID, Twin Falls",,,,0.0,1.0,38.0,3.0,2.0,3.0,0.0,,2.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,,42.352309,-114.665639,16083
641,"ID, Valley",,,,,0.0,2.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,44.771532,-115.637875,16085
642,"ID, Washington",,,,0.0,1.0,21.0,4.0,4.0,4.0,,1.0,0.0,3.0,3.0,3.0,,3.0,3.0,4.0,,44.448213,-116.79783,16087
643,"IL, Adams",,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,,0.0,1.0,,1.0,,1.0,,0.0,,39.986053,-91.194961,17001
644,"IL, Alexander",,,,,,,,,,,,,0.0,,,,0.0,,,,37.183683,-89.349506,17003
645,"IL, Bond",,0.0,0.0,1.0,,1.0,,,0.0,,,2.0,1.0,,0.0,,,1.0,,,38.885924,-89.436592,17005
646,"IL, Boone",,0.0,0.0,1.0,,0.0,2.0,2.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,42.318983,-88.824295,17007
647,"IL, Brown",,0.0,0.0,,,1.0,,,,,,,,,,0.0,,,,0.0,39.962069,-90.75031,17009
648,"IL, Bureau",,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,,41.401304,-89.528377,17011
649,"IL, Calhoun",,0.0,,0.0,,,,,,,,,0.0,,0.0,,0.0,0.0,,,39.164262,-90.666295,17013
650,"IL, Carroll",,0.0,,,1.0,0.0,,,,0.0,,,0.0,,0.0,0.0,1.0,0.0,,,42.059084,-89.926485,17015
651,"IL, Cass",,0.0,0.0,0.0,,,,,,,,,,,1.0,,0.0,0.0,,,39.969202,-90.245705,17017
652,"IL, Champaign",,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,40.13915,-88.197201,17019
653,"IL, Christian",,0.0,,,1.0,1.0,,,,,,,,,,,,,,,39.545524,-89.279593,17021
654,"IL, Clark",,2.0,,,,0.0,,,,,,,,,,,,,,,39.332364,-87.791687,17023
655,"IL, Clay",,0.0,0.0,0.0,,1.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,38.747312,-88.483789,17025
656,"IL, Clinton",,7.0,,2.0,,0.0,1.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,38.606423,-89.423136,17027
657,"IL, Coles",,1.0,,,0.0,0.0,,,,,1.0,,,,0.0,0.0,,1.0,,,39.51368,-88.220782,17029
658,"IL, Cook",0.0,635.0,20.0,23.0,134.0,86.0,33.0,9.0,1.0,30.0,22.0,174.0,59.0,26.0,27.0,98.0,52.0,104.0,14.0,34.0,41.894294,-87.645455,17031
659,"IL, Crawford",0.0,3.0,1.0,,,2.0,,,,,,1.0,,1.0,,0.0,,,,,39.00373,-87.757172,17033
660,"IL, Cumberland",,3.0,,,,0.0,,,,,,,,0.0,,,,,,,39.273121,-88.240619,17035
661,"IL, De Kalb",,2.0,2.0,0.0,0.0,1.0,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,41.894613,-88.768991,17037
662,"IL, De Witt",,1.0,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,,40.181499,-88.901853,17039
663,"IL, Douglas",,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,1.0,0.0,,,39.766078,-88.222866,17041
664,"IL, Du Page",0.0,51.0,3.0,5.0,47.0,43.0,10.0,1.0,0.0,17.0,2.0,56.0,7.0,5.0,9.0,10.0,6.0,18.0,6.0,4.0,41.852058,-88.086038,17043
665,"IL, Edgar",,2.0,0.0,,,,,,0.0,,,0.0,,,,,,1.0,,,39.679037,-87.74711,17045
666,"IL, Edwards",,0.0,,,,,,,,,,,0.0,,,,,1.0,,,38.417095,-88.047941,17047
667,"IL, Effingham",,7.0,,,0.0,2.0,,,,,,,0.0,,,,,,,,39.047694,-88.592786,17049
668,"IL, Fayette",,0.0,0.0,0.0,,,,,,,,,0.0,,2.0,,0.0,0.0,,,39.001125,-89.017923,17051
669,"IL, Ford",,1.0,0.0,1.0,,1.0,,,,,,,0.0,,,0.0,0.0,1.0,,,39.00373,-87.757172,17033
670,"IL, Franklin",,0.0,0.0,,0.0,2.0,0.0,,0.0,,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,,37.991848,-88.926246,17055
671,"IL, Fulton",,8.0,,1.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,40.465688,-90.206793,17057
672,"IL, Gallatin",,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,37.768677,-88.227964,17059
673,"IL, Greene",,0.0,0.0,0.0,,,,,,0.0,,0.0,1.0,,0.0,0.0,0.0,0.0,,0.0,39.355444,-90.387757,17061
674,"IL, Grundy",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,41.29241,-88.401055,17063
675,"IL, Hamilton",,0.0,0.0,,,0.0,,,,,,,0.0,,,,,,0.0,,38.085226,-88.539005,17065
676,"IL, Hancock",,1.0,0.0,1.0,,0.0,,,,,,,0.0,,,,0.0,0.0,,,40.405792,-91.167988,17067
677,"IL, Hardin",,0.0,,,,,1.0,,,,,,,,,,,,,,37.517852,-88.266148,17069
678,"IL, Henderson",,2.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,0.0,,40.815141,-90.93848,17071
679,"IL, Henry",,2.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,,41.350021,-90.130838,17073
680,"IL, Iroquois",,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,1.0,,,0.0,,,40.748867,-87.833601,17075
681,"IL, Jackson",,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,37.786096,-89.381212,17077
682,"IL, Jasper",,2.0,0.0,,,0.0,,,,,,0.0,1.0,,,,,0.0,,,39.004874,-88.150763,17079
683,"IL, Jefferson",,1.0,0.0,1.0,,2.0,0.0,,,0.0,,,1.0,,0.0,,,,,,38.30078,-88.92421,17081
684,"IL, Jersey",,0.0,0.0,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,,,,,39.080192,-90.361365,17083
685,"IL, Jo Daviess",,0.0,0.0,1.0,,1.0,,,,0.0,,1.0,0.0,,,1.0,0.0,,,,42.362391,-90.211471,17085
686,"IL, Johnson",,0.0,,,0.0,,,,,,,0.0,,0.0,0.0,,0.0,,,,37.460815,-88.882962,17087
687,"IL, Kane",0.0,9.0,0.0,2.0,18.0,4.0,13.0,3.0,0.0,5.0,1.0,13.0,0.0,2.0,4.0,7.0,2.0,7.0,0.0,0.0,41.939594,-88.42804,17089
688,"IL, Kankakee",,1.0,0.0,1.0,3.0,1.0,,,,0.0,,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,41.139494,-87.861125,17091
689,"IL, Kendall",,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,41.58814,-88.430626,17093
690,"IL, Knox",,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,1.0,40.930941,-90.213761,17095
691,"IL, La Salle",,11.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,41.343341,-88.885931,17099
692,"IL, Lake",0.0,8.0,1.0,0.0,11.0,11.0,5.0,0.0,0.0,1.0,0.0,7.0,6.0,2.0,5.0,2.0,6.0,8.0,0.0,0.0,42.326444,-87.436118,17097
693,"IL, Lawrence",,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,,38.718954,-87.730221,17101
694,"IL, Lee",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,0.0,,0.0,41.747442,-89.299351,17103
695,"IL, Livingston",,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,1.0,,2.0,0.0,0.0,0.0,,,40.894376,-88.552852,17105
696,"IL, Logan",,1.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,40.12907,-89.365308,17107
697,"IL, Macon",,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.860237,-88.961529,17115
698,"IL, Macoupin",,6.0,1.0,0.0,0.0,2.0,0.0,,0.0,,,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,39.2659,-89.926344,17117
699,"IL, Madison",,14.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,,,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,,38.827082,-89.900195,17119
700,"IL, Marion",,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,,3.0,,1.0,,,,0.0,2.0,0.0,,38.648396,-88.920221,17121
701,"IL, Marshall",,0.0,,,1.0,,,1.0,,,,0.0,,,0.0,,,0.0,0.0,,41.031119,-89.342371,17123
702,"IL, Mason",,1.0,0.0,0.0,0.0,,,,,,,,1.0,,2.0,,,,,,40.236993,-89.913575,17125
703,"IL, Massac",,0.0,,,0.0,,,,0.0,,,,0.0,,0.0,1.0,1.0,,1.0,,37.216119,-88.705658,17127
704,"IL, Mcdonough",,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,40.455789,-90.677579,17109
705,"IL, Mchenry",0.0,2.0,0.0,0.0,3.0,6.0,5.0,0.0,,1.0,1.0,6.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,42.324298,-88.452245,17111
706,"IL, Mclean",,3.0,1.0,1.0,4.0,3.0,1.0,0.0,,0.0,,1.0,2.0,0.0,0.0,3.0,0.0,0.0,,0.0,40.494559,-88.844539,17113
707,"IL, Menard",,1.0,0.0,0.0,,0.0,,,,,,,0.0,,1.0,0.0,0.0,0.0,0.0,,40.022569,-89.794133,17129
708,"IL, Mercer",,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,,0.0,0.0,0.0,41.204791,-90.741433,17131
709,"IL, Monroe",,0.0,,,,1.0,0.0,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,38.277983,-90.179078,17133
710,"IL, Montgomery",,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,39.228092,-89.478007,17135
711,"IL, Morgan",,0.0,0.0,,1.0,1.0,0.0,,,,,,1.0,,,,,0.0,,,39.716806,-90.202277,17137
712,"IL, Moultrie",,1.0,,,,3.0,,,,,,0.0,1.0,,,0.0,,0.0,,,39.636896,-88.625726,17139
713,"IL, Ogle",,0.0,,0.0,0.0,1.0,1.0,,0.0,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.041884,-89.320176,17141
714,"IL, Peoria",,6.0,0.0,0.0,7.0,0.0,0.0,0.0,,1.0,,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,40.785999,-89.767358,17143
715,"IL, Perry",,0.0,0.0,,,0.0,,,0.0,,,,1.0,0.0,,,0.0,0.0,0.0,,38.084385,-89.368487,17145
716,"IL, Piatt",,0.0,3.0,,0.0,0.0,,,,,,,,,,,,0.0,,,40.009056,-88.592328,17147
717,"IL, Pike",,0.0,0.0,0.0,,,1.0,,,,,,0.0,,,,,0.0,,,39.625106,-90.889034,17149
718,"IL, Pope",,0.0,,,,,,,,,,,,,,,,0.0,,,37.417169,-88.542374,17151
719,"IL, Pulaski",,0.0,,,,,,,,,,,1.0,0.0,,,0.0,,,,37.215615,-89.127755,17153
720,"IL, Putnam",,0.0,,,,0.0,,,,,,,0.0,,0.0,,,0.0,,,41.19894,-89.298386,17155
721,"IL, Randolph",,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,,38.056515,-89.82121,17157
722,"IL, Richland",,0.0,1.0,,,1.0,0.0,,,,,,,,,1.0,,,,,38.71155,-88.085698,17159
723,"IL, Rock Island",,2.0,1.0,1.0,2.0,1.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,41.468404,-90.572203,17161
724,"IL, Saline",,1.0,0.0,0.0,0.0,0.0,3.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,37.751653,-88.545031,17165
725,"IL, Sangamon",,13.0,4.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,,3.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,,39.756378,-89.662311,17167
726,"IL, Schuyler",,0.0,0.0,0.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,40.156905,-90.613464,17169
727,"IL, Scott",,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,1.0,,39.63698,-90.477759,17171
728,"IL, Shelby",,3.0,0.0,,,,,,,,,,,,,,,,,,39.384926,-88.798862,17173
729,"IL, St Clair",,15.0,1.0,3.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,9.0,3.0,1.0,2.0,2.0,,38.470198,-89.928546,17163
730,"IL, Stark",,1.0,,,,,,,,,,,,,,,,0.0,,,41.096908,-89.797411,17175
731,"IL, Stephenson",,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,42.349726,-89.665994,17177
732,"IL, Tazewell",,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,40.508074,-89.51626,17179
733,"IL, Union",,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,37.475104,-89.252875,17181
734,"IL, Vermilion",,3.0,1.0,0.0,,1.0,0.0,,,,,,3.0,,0.0,0.0,0.0,,,,40.18674,-87.726772,17183
735,"IL, Wabash",,0.0,0.0,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,38.445821,-87.839167,17185
736,"IL, Warren",,0.0,0.0,0.0,1.0,,1.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,,,0.0,,40.850441,-90.620223,17187
737,"IL, Washington",,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,1.0,0.0,,,0.0,0.0,,0.0,38.353141,-89.417187,17189
738,"IL, Wayne",,0.0,0.0,0.0,,,,,0.0,,,,,,,,0.0,0.0,0.0,,38.431948,-88.432129,17191
739,"IL, White",,1.0,,,,,0.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,38.087372,-88.178585,17193
740,"IL, Whiteside",,1.0,3.0,0.0,0.0,0.0,1.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,41.750571,-89.910957,17195
741,"IL, Will",0.0,18.0,3.0,3.0,8.0,18.0,3.0,0.0,0.0,2.0,1.0,11.0,0.0,1.0,3.0,10.0,1.0,4.0,0.0,1.0,41.448474,-87.978456,17197
742,"IL, Williamson",,2.0,0.0,0.0,,0.0,1.0,,1.0,,,1.0,3.0,,0.0,1.0,0.0,1.0,0.0,,37.730353,-88.930018,17199
743,"IL, Winnebago",,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,42.337396,-89.161205,17201
744,"IL, Woodford",,0.0,0.0,0.0,0.0,2.0,2.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,40.789596,-89.210301,17203
745,"IN, Adams",,8.0,2.0,,,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40.745733,-84.936131,18001
746,"IN, Allen",,69.0,7.0,1.0,2.0,11.0,1.0,0.0,0.0,2.0,1.0,12.0,1.0,0.0,4.0,2.0,1.0,5.0,0.0,0.0,41.091855,-85.07223,18003
747,"IN, Bartholomew",,0.0,0.0,0.0,0.0,,,0.0,,,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,,,39.205843,-85.897999,18005
748,"IN, Benton",,0.0,,1.0,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,40.608253,-87.315479,18007
749,"IN, Blackford",,1.0,1.0,,,1.0,,,,0.0,,2.0,0.0,,0.0,,0.0,0.0,,,40.472672,-85.32373,18009
750,"IN, Boone",,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,40.050892,-86.469014,18011
751,"IN, Brown",,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,,0.0,,39.192585,-86.23941,18013
752,"IN, Carroll",,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.58498,-86.565141,18015
753,"IN, Cass",,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,40.753799,-86.355169,18017
754,"IN, Clark",0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,38.476217,-85.711122,18019
755,"IN, Clay",,0.0,1.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,39.393951,-87.115837,18021
756,"IN, Clinton",,1.0,0.0,,1.0,1.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,40.305944,-86.477567,18023
757,"IN, Crawford",,0.0,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,1.0,,38.289433,-86.440871,18025
758,"IN, Daviess",,2.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,38.696155,-87.076988,18027
759,"IN, De Kalb",,2.0,2.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,41.401189,-85.000185,18033
760,"IN, Dearborn",,3.0,1.0,,,0.0,,,,,,1.0,,0.0,0.0,,0.0,0.0,,,39.151491,-84.97346,18029
761,"IN, Decatur",,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,39.30598,-85.499831,18031
762,"IN, Delaware",,3.0,4.0,0.0,0.0,0.0,1.0,0.0,,1.0,,2.0,0.0,0.0,1.0,0.0,2.0,3.0,,1.0,40.227165,-85.398856,18035
763,"IN, Dubois",,0.0,0.0,0.0,,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,38.373344,-86.873385,18037
764,"IN, Elkhart",,23.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,41.600693,-85.863986,18039
765,"IN, Fayette",,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,39.639655,-85.185032,18041
766,"IN, Floyd",0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.317937,-85.911474,18043
767,"IN, Fountain",,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,40.121282,-87.234806,18045
768,"IN, Franklin",,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,39.409762,-85.066964,18047
769,"IN, Fulton",0.0,2.0,,,,0.0,,,,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,41.050384,-86.265006,18049
770,"IN, Gibson",,7.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,38.317413,-87.580566,18051
771,"IN, Grant",,6.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,40.515758,-85.654946,18053
772,"IN, Greene",,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,39.0486,-87.005245,18055
773,"IN, Hamilton",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,1.0,2.0,5.0,1.0,0.0,40.04987,-86.020586,18057
774,"IN, Hancock",,2.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,39.822604,-85.772904,18059
775,"IN, Harrison",,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,38.18644,-86.103681,18061
776,"IN, Hendricks",,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,39.768749,-86.510287,18063
777,"IN, Henry",,1.0,1.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,39.929576,-85.397338,18065
778,"IN, Howard",,1.0,2.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,40.483537,-86.114118,18067
779,"IN, Huntington",,6.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,2.0,0.0,0.0,1.0,,,40.826394,-85.478598,18069
780,"IN, Jackson",,5.0,0.0,0.0,,1.0,,0.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,,38.911957,-86.042516,18071
781,"IN, Jasper",,1.0,0.0,0.0,0.0,,,,0.0,1.0,,0.0,0.0,,1.0,,1.0,0.0,0.0,1.0,41.017688,-87.118814,18073
782,"IN, Jay",,2.0,,0.0,,,,,,0.0,,0.0,0.0,,,,1.0,0.0,,,40.434972,-85.00338,18075
783,"IN, Jefferson",,0.0,0.0,,,0.0,,,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,38.783604,-85.44009,18077
784,"IN, Jennings",,0.0,1.0,0.0,,0.0,,,,,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,38.996234,-85.628111,18079
785,"IN, Johnson",,0.0,0.0,,,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.495986,-86.0946,18081
786,"IN, Knox",,2.0,2.0,0.0,1.0,0.0,,,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,38.688663,-87.420182,18083
787,"IN, Kosciusko",,6.0,1.0,0.0,0.0,1.0,0.0,,,0.0,,0.0,2.0,1.0,0.0,,0.0,2.0,0.0,0.0,41.244293,-85.861575,18085
788,"IN, La Grange",,5.0,,0.0,,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,41.642468,-85.426302,18087
789,"IN, La Porte",,1.0,0.0,0.0,2.0,4.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,,0.0,41.549011,-86.744729,18091
790,"IN, Lake",0.0,39.0,6.0,4.0,9.0,22.0,7.0,0.0,0.0,1.0,,7.0,1.0,0.0,1.0,8.0,3.0,4.0,1.0,1.0,41.472239,-87.374337,18089
791,"IN, Lawrence",0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,38.839815,-86.48782,18093
792,"IN, Madison",,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,,40.166203,-85.722454,18095
793,"IN, Marion",0.0,41.0,2.0,1.0,2.0,5.0,4.0,1.0,2.0,3.0,2.0,11.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,39.782976,-86.135794,18097
794,"IN, Marshall",,2.0,1.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,41.325003,-86.269036,18099
795,"IN, Martin",,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,38.705322,-86.801847,18101
796,"IN, Miami",,3.0,1.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,40.772881,-86.044259,18103
797,"IN, Monroe",,0.0,0.0,,,0.0,1.0,0.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,0.0,,,39.160751,-86.523325,18105
798,"IN, Montgomery",,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,,0.0,,0.0,0.0,,,40.040296,-86.892715,18107
799,"IN, Morgan",,2.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,39.482646,-86.447457,18109
800,"IN, Newton",,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,40.962399,-87.402172,18111
801,"IN, Noble",,2.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,41.400794,-85.41785,18113
802,"IN, Ohio",,1.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,38.940527,-84.964299,18115
803,"IN, Orange",,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,38.547381,-86.489257,18117
804,"IN, Owen",,0.0,,,,,,0.0,0.0,,,1.0,0.0,,0.0,,0.0,0.0,,,39.317339,-86.838845,18119
805,"IN, Parke",,2.0,,,,0.0,,,,0.0,,1.0,0.0,,0.0,,0.0,0.0,,,39.77425,-87.19695,18121
806,"IN, Perry",,0.0,,0.0,,,,1.0,,,,0.0,0.0,,0.0,,0.0,,0.0,,38.081436,-86.62654,18123
807,"IN, Pike",,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,38.397898,-87.232532,18125
808,"IN, Porter",0.0,4.0,2.0,1.0,3.0,12.0,1.0,0.0,0.0,2.0,,4.0,3.0,3.0,0.0,,0.0,1.0,0.0,,41.509922,-87.071308,18127
809,"IN, Posey",,1.0,,0.0,,0.0,,,0.0,,,1.0,0.0,0.0,,,0.0,0.0,,,38.027614,-87.868653,18129
810,"IN, Pulaski",,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,41.045272,-86.692538,18131
811,"IN, Putnam",,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,39.665545,-86.853325,18133
812,"IN, Randolph",,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,40.164414,-85.005004,18135
813,"IN, Ripley",,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0,0.0,,0.0,0.0,,,39.10023,-85.260541,18137
814,"IN, Rush",,0.0,1.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,39.622312,-85.466527,18139
815,"IN, Scott",,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,38.679431,-85.751898,18143
